id,tamil,english
11971, Padam fulla night la eduthurkanga🤔🤔🤔 oru  vela night movie ya',Padam fulla night la eduthurkanga🤔🤔🤔 oru vela night movie ya'
11972, Kaithi ye ipdi na Thalabathi ',Prisoner A Ipt Na Thalapathy'
11973, Bgm score avlo serappa illa sam dei yeppa pathalum bgm gura perla kathitae iruka',Bikum score is not added.'
11974, Inga vijay fans than neraiya support pandrom nu haters ku like buttun adichi kaatunga pullaingalaaa ',Here is Vijay Paul's personal support by locking the haters like and showing the points'
11975, Diwali kaithi black buster hit bigil',Diwali Prisoner Palashak Buster Hit Beagle'
11976, Please make thalapathy  like kaithi visuals',Please make Thalapathy like Kaathi visuals'
11977, Ulla porathukku munnani enna pannittirdhennu therituma    Vere level',It's another level to know what the leader has done'
11978, asuran marana Mass kaithi tharamanna mass',Monster Death Mass Prisoner Standard Mass'
11979, Trailer hey pakka verithanama iruku padam epudi iruka pothey intha deepavali kaithi deepavali than',The trailer is crazy about the movie.'
11980, k views but k like views vida like athigama irukuu',K Views But K Likes Likes are more than views'
11981, Sama music sam cs super trailer Vara level ku thariya bgm karanam super ji',Sama Music Sam Kiss Super Trailer Vara Level Gu Daira Bhagum Karanam Super G'
11982, Phaaaaaaaaaaa Mirattal Semmeq  All The Best To Team ',Phaaaaaaaaaaa Mirattal Semmeq All The Best To Team'
11983, Thalapathy  Veriyan  is waiting this Diwali BigilVSkaithi',Thalapathy Hiniayan is within this Diwali Bigilvskaiti'
11984, Trailer partaale terithu next year Thalapathy epdi irukum’nu    veritthannnaam',"After seeing the trailer, I was excited to know what the next year's Thalapathy will be like'"
11985, Diwaliku Bigila odathu yenga Anna Karthi than Gethu any one agree',For Diwali Bigila Odatu Enga Anna Karti Dhana Ketu Eni Onnu Agree'
11986, Iths Comment polling stop pannuga daaa',Stop pulling its comment dang'
11987, Thalapathy padam pakratha illa Thalapathy  director padatha pakratha',Have you seen the movie Thalapathy?'
11988, Sema  iam  thala fan',Sema im head lice'
11989, Karthic movies laa rombaa war  fight taa raa eruku paa less romance',Karthik Movies La Rompa War Eight Da Ra Ruku Pa Lace Romance'
11990, Pure verithanam BGM semma  Kaithi Diwali thaan🤩🤩',Pure verithanam BGM semma Kaithi Diwali thaan🤩🤩'
11991, Paaaaa after long days oru sema trailer patha feeling kandipa movie semaya irukum',BAEA ABIDAIRE LONG DIAS IS A SEMA TRAILER PATHA BEELING KANDIPPA MOWAYE SEMAYA'
11992, Bigil fdfs ku aprom next indha movie dhan',This is the same thing that the Beagle Pidgeon's Nest is all about'
11993, Trailer Vera level summava logesh kanagaraj oda script ku thalapathy ok solliruparu',"The trailer is a different level, and Lokesh Kanagaraj will tell the OTA script that Thalapathy is OK.'"
11994, Sona time la trailer gethu bigil uuhhhuuuu sangu oothaaa',Sona sings the song Ketu Beagle Uhhhhauuuuu in the trailer.'
11995,  kilo thiruttu  Padam fulla iruttu',Kilo Thieves movie is dark'
11996, Seththalum sanda pottu saganum kaal la vilundhu saaga koodathu ahimsaya pathi yaarachum pesuna naan athigama use panra dailogue ithu',"Even if you die by fighting, you should not die by falling on your feet. Everyone talks about non-violence. This is the dialogue that I use a lot.'"
11997, Karthi Kaithi Vs Vijay Bigil Who wins this Diwali   Like  Karthi Kaithi Comment  Vijay Bigil',Karthi Kaithi Vs Vijay Beagle Vado Vince This Diwali Like Karthi Kaithi Comment Vijay Beagle'
11998, Bigil kuda motha thayar pola   alu',Even the Beagle is like a mother'
11999, k views k like ennada pannivachirukiga',What do you do with views and likes?'
12000, Super    Movie nalla iruka ilayanu parunga da record bead panirum nu unlike poduringalea',See if it's super good or not.'
12001, Ena da panni vechu irukinga semaya iruku',It's okay if you're hot'
12002, kunnamkulam vfx at its peak',Kunnankulam VS at its peak'
12003, Ennaku oru sandeham trailer paatha katha therinja great ahhhIlla spend panna amount therinja great ahhh',I have a doubt trailer pada katha great ahhh no amount to spend great ahhh'
12004, sathiyama kadha purila ana paaka nala iruku',"I really don't understand the speech, it's because of the words'"
12005, Only Thalaivar will get paid haters Haters nee oru mayurum pudunga mudiyathu You Ettapas nickal nickal Thalaivar Parak',Only President Willa Get Paida Hatters Hatters You Can't Move A Hair U Etappus Nickel Nickel President Barak'
12006, Aiyo yenga veetla chutti TV varathey',"Alas, there is no point TV in our house'"
12007, i think vaseegaran will die in this movie',E Think Vashikaran Will Die In This Mowaye'
12008, Sarkar Deepavali vedaa idthu  DeepavaliVeera level  Hollywood level',Sarkar Diwali Veda Left Diwali Veera Level Hollywood Level'
12009, akshay kumar as shiva kumar',Akshay Kumar as Siva Kumar'
12010, Awesome movie shot I like this',Awesome moway shot i like this'
12011, Ithu thevai ilatha velai rajiniku vayasagituna adakama poidanaum Ethuku',"This is an unnecessary job, why should Rajini be modest when he is getting old'"
12012, Na kooda ennamonu nenachuten parava ila hollywood level ku iruku',"I thought about it, it's Hollywood level'"
12013, Brilliant  Thalaivaa  Semma mass ',Brilliant Taliva Semma Mas'
12014, Suriya na fans hit like here',Surya Na Pal's Hit Like Tere'
12015, Sathiyama nalla ila ipo lam pasanga neraiya hollywood padamlam pathutu irukanga idhu ellarukum pudikuma konjam sandhegam dhan',"Honestly, this is a good leaf, now it's a Hollywood movie, let's watch it, I have a little doubt if everyone will understand it.'"
12016, Aiyo namba mind vera angaya poguthya Sivakumar 🤣',Aiyo namba mind vera angaya poguthya Sivakumar 🤣'
12017,  viewsya allah  ya allah',"God of wisdom, oh God'"
12018, Great vfx ugly protaginist Looks like a joke ',Great VS Ugly Protagonist Look Like A Joke'
12019, Padathoda cg pathi pesunavankaluku sariyana adi',The chibi paragraph with the picture is a perfect starting point for conversation'
12020, Power rangers padam patha Madri iruke 🤔',Power rangers padam patha Madri iruke 🤔'
12021,  thalaivar is uniqueExcept from politics',Chairman is UNSPT frame politics'
12022, kannilla rajini rasika mudhevikalapoi savingadaintha vfxiku athuthan nalla mudiva erukum',"That would be a good ending for Vpixi, who is a blind Rajini fan'"
12023, thuuuuuuuu enda ithuthana crs vfx moviepesama antha budgeta rajamouliku koduthiruntha innum better a massa edthiruparu',UUUUUUU UUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUUU already after before before before before last before last'
12024, Proud to be tamilan  hankar sir',Proud to be a Tamilian hunger sir'
12025, Enna karumamda ethu cartoon padam mari erukuthu',"What is black, what is a cartoon movie?'"
12026, Trailer la Rajini illainu feel panravanga Like  Pannunga',Those who feel that Rajini is not in the trailer please like'
12027, Robo   Hollywood rangelo undhi superr shankar',Robo Hollywood Rangelo Pumping Super Shankar'
12028, Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa Thalaivaa',"Head, head, head, head, head, head, head, head, head, head, head, head, head, head, head, head'"
12029, Ithukaga wait panlamshankar sirtamil cinema on next levelll',Wait Panlamashankar is best cinema one nest level for this'
12030, Sankar sir vera level sir Thx sir ',Shankar sir is another level sir this sir'
12031, Yeppa kumaru Diwlai mudinju  maasam aachuInnuma thuppakiya thooki suthinu irukkara ',"When Kumaru finishes his TV show, he is still holding his gun and hammering it for a month'"
12032, Ha ha ha ha ha I am waiting',Ha ha ha ha ha e ama vidin'
12033,  pubG pasangaluku Weightaa thiruvizha iruku pola',It's like there's a Veita festival for pubic cows'
12034, Senseless movie   just video game',Sensels Mowaye Just Video Game'
12035, super mind blowing trailer Jai super star rajanikanta sir',Super Mint Blowing Trailer Jai Super Star Rajinikanth Sir'
12036, All thambis dislike panrapo views varum da Marandhutingala',Did you forget that when all thambis dislikke you get views'
12037, Cgi looks a lot better im impressed',Sig look a lot better impressed'
12038, Nijamave  nimisam thala suthiruchu Good',Really good minute head correction'
12039, Hit like if you think Rajinikanth is a fucking joke',Hit Like IP You Think Rajinikanth is a busy joke'
12040, Who was waiting war movie hit like',Vado Was Vine War Mowaye Hit Like'
12041, BGM sounds like Arjun Reddy Bgm ',Bigum sounds like Arjun Reddy Bagum'
12042, Official trailer finally released yayayayayayayyayayayayyayayayayayayayayayayayayayyayayayayayayayayayayy You dont know how much happy I am Yayayayayayayyayayayayyayayayayayayayayayayayayayyayayayayayayayayayayy So cool',Official trailer finally released yayayayayayayyayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayyyyyyyyyyyyy You dont know how much happy I am'
12043, You tube crash ho gaya kitna time ho gaya hai bhut sahi',U dubey crash ho gaya kidna time ho gaya hai put sahi'
12044, Super super super super super super',Super super super super super super'
12045, N dis is called garibo ka vfx',N DIS IS KALLENDU CARIBO KA VBIS'
12046, Good wrk team but i hate rajani sir',Good work team bud i dathe rajani sir'
12047, Mass mass thalaivar yenakkum  i am waiting',Mass. Mass. The head of the mass is also e ama vidin to me'
12048, Yenda paradesigala idhu oru trailer nu ellorum release pannirukenglekayila matuna avlodhanedho discovery channel partha madri irukudhu',Why is Paradeshi a trailer?'
12049, Shankar sir Vera level sema trailer',Shankar sir is another level trailer'
12050, PREVIOUS SUPER STAR CURRENT SUPER STARFUTURE  SUPER STAR THALAPATHI RAJINIKANTH',Previous Superstar Current Superstarputer Superstar Thalapathy Rajinikanth'
12051,  crore paaar jaega re deva',Kirare Bar Jayka Re Deva'
12052, Mujha àcha nai laga trailer bakwaas hai akshay Kumar acting is best',Mujha àcha nai laga trailer bakwaas hai Akshay Kumar acting is best'
12053, Kandippa padam mokkaya thaan irukkum Trailer paathaale theriyudhu',"If you watch the trailer, you will know if the movie is Mokkaiya'"
12054, Mokaya erukya Teaser ey nala erunthuchu',It was because of Mokkaiya tight teaser Hey'
12055, Super star Rajinikanth in Chitti avatar WOW',Superstar Rajinikanth is the avatar of this city'
12056, Starting to end vara pramandam than Paaaa',Pala is great from starting to end'
12057, Padaum vera Laval  irukka pokuthunu nenikkaran',He believes that the film is going to be on another level'
12058, Looks like a s hollywood movie',Look Like Us Hollywood Mowaye'
12059, enna da pomba padam mari iruku',What a doll movie'
12060, Dai ena  da akashya voice epdi iruku',Da Akashya Voice Ft as Toy'
12061, Ithu yaroda story nu first eh clarify panidunga Padam release agum podhu yaru story nu adichikadhinga',Whose story is this please clarify first when the movie releases then click on Yaru story'
12062, Idhuku siva kumar sira kupdama vittutanga',Shiva Kumar left a small comment for this'
12063, goosebumps why shankar is shankar',Goosebumps v Shankar is Shankar'
12064, Video quality  la vechu parunga Vera level',Take a look at another level of video performance'
12065, IdhuKu evlo ticket price irukka pogudho',How much will the ticket price be?'
12066,  Sec Hollywood level la iruku',Check is at Hollywood level'
12067, vara level isai puyal ARRAHMAN bgm',Vara level music storm Arrahman Bikum'
12068, akshya aka siva kumar vs rajini',Akshya Agashiv Kumar vs Rajinikanth'
12069, Ennappa comedya irukudhu   Very funny',The comedy is very funny'
12070,  to  Idalam nanga power rangers laya pala thadava pathutom',"Let's face it, we have watched Power Rangers many times'"
12071, Enna Da comedy ah eruku 🤣',Enna Da comedy ah eruku 🤣'
12072, Enna da bomma padam Madhiri iruku',It looks like a doll picture'
12073, Marana Mass level super star ',Mortal Mass Level Superstar'
12074,  vs zero Srk vs Rajnikant Shankar vs Anand cr vs cr  Whos win',Visha Zero Surd Was Rajinikanth Shankar Was Anand Sir Vasu Gir Whose Win'
12075, Intha padam kantippa win pannum but rajinikaga illa Shankar kaga  avaroda talent kaga ',This film is made by Kandippa but not for Rajinikanth but Shankar Kaka for his talent.'
12076, Naan chinnappo velayaduna Video game polave iruku',It's like the video game I used to play as a kid'
12077, Semaa mass pogaa itha poii yarathu  unlike panuvagala pooitiku nu panathiga',Seema mas boga ita boi whose finger panuvakala poitiku nu pantika'
12078,   sound missing  ennada ivlo kodi potu padam eduthurukeengaitha kooda gavanika maatingala',"The sound is missing, why don't you pay attention to the movie even though you have spent a lot of money on it?'"
12079, Dislike panrava full ah David pullaya irupano',Dislikke Panarwa Beul Ah David Pullaya'
12080, rajini and akshay fans hit like',Rajini and Akshay Paul's hit like'
12081, Shankar  Rajni  Cinematic Extravaganza',Shankar Rajini Cinematic Estravanza'
12082,  power rangers paarta feel varudu',Peele arrives after seeing Power Rangers'
12083, Rajini Oda gethu idhan innu koraiyalaaa',Rajini OTA Kethu is still missing'
12084, Ithula eathana per billa paandi trailer pathenga',How many people have seen the Pillai Pandi trailer?'
12085, Shankar  thappu pannitinga Akshay Kumar Ku bathila Sivakumar a villain a choose pannirntha innum Nalla irundhurukkum',"Shankar is wrong, Akshay Kumar instead of Sivakumar A Villain A Soos would have been better.'"
12086, Wow vera level unmai ah ve',Wow another level truth ah ve'
12087, Ada paavigala Bahubali VFX alavuku kuuda varalaiye da',"Oh sinners, Baahubali is not even as good as VS'"
12088, Logic fails Nambura mathiri poi sollu da sangaru',"Go ahead and say logic balls, Sankaru'"
12089, Ar Rahman fansinu like adikanulla comment',R Rahman Pansinu Like and Comment'
12090, Shankar and AR Rahman combo ultimatum',The Shankar and R Rahman combo is exclusive'
12091, Sarkar  hours  millions likes',Sarkar Hours Millions Leagues'
12092, Bahubali  Vs   🤣🤣 Rajamouli  Vs  Shankar Maragatha mani Vs ARRahman',Bahubali Vs 🤣🤣 Rajamouli Vs Shankar Maragatha mani Vs AR Rahman'
12093, Thalaivaa waiting Thalaivaa intha rasigan unnaa paakaradhukku screenle',The head of the head is the head of this fan'
12094, go to hell who disliked this trailer ningela kanu theriathe kurudenatha irukanu ithuku mele eneda ongeluku venu',GO TO HELL WHATO DISLICATE THIS TRAILER YOU CANNOT SEE THERE IS BLOOD YOU NEED ANOTHER'
12095,  Padam vetri pera vallthukal by thala fan',Best wishes for the success of the film'
12096, Yendaaa ippdi kevalamaa kaase selav panreenga Nallaa oru movie edthiruklaame Ethooo mokka padam matiri irukk',Why are you spending so much money on Endar? You should have made a movie and it should be like a movie.'
12097, Ithellam Nambara mathiriya irrukku  Kevalam Verum Sattham',"All this is like a number, it's just noise'"
12098,  hour k views k likes  k commentswow wow wow wow',Hours K Views K Leaks K Comments Wow Wow Wow'
